avgXAccel,maxXAccel,avgYAccel,maxYAccel,avgZAccel,maxZAccel,avgTimeAboveAvgZ,avgAccel,maxAccel,avgTimeAboveAvg,"label (0 = walking, 1 = jumping)"
0.24792871709028347,1.971788328387758,0.10100956918707685,11.287379146946034,1.0477472463182256,4.9458308528658925,6.962962962962963,6.301211212758005,41.62315281,8.4,1.0
0.19894566260744115,4.08271117499786,0.11066300794837691,11.218140646222196,1.4558189010752243,4.8038808166850115,10.409090909090908,8.382171064904,46.20210268,5.757575757575758,1.0
0.08390662331394655,2.4156479164927003,0.06378540942086146,12.003697176852256,1.3915270976683682,5.7636511888878035,8.88,7.915104785778005,41.13546267,6.5,1.0
0.061769076210055084,3.3843010666685633,0.05535942297524249,9.83246389918692,1.3430436835358601,5.0763400190211865,9.0,7.601917135692004,36.20970545,7.586206896551724,1.0
0.042625969599713535,3.662908889378582,-0.010728777627173693,11.382604693932524,1.5190920983620155,5.631787174242898,8.4,7.940541784577998,38.47738757,6.212121212121212,1.0
0.03551864796669498,2.6078121917588595,0.39940424365247185,12.54917729,1.278516143500599,4.2999217626797,9.608695652173912,7.532248514787995,43.7127835,7.785714285714286,1.0
-0.7110873265937808,6.686989927673986,0.09050978720725203,15.764486433965697,1.2497646319716533,5.310692116422145,6.785714285714286,8.707504860308001,49.50643187,9.0,1.0
-0.8307596735152455,6.492601931494502,0.0032311671036186537,13.355810432940697,1.4135317777895138,5.9839194483411635,6.0,10.355704559111992,52.05008553,6.033333333333333,1.0
-0.7477131185386268,6.280273407191013,0.21421381483775453,11.126452707818673,1.2729272917711052,4.861878433910477,8.071428571428571,9.192378435262002,44.39408471,7.1,1.0
-0.7035116866943282,5.566959994270996,0.3422514878719246,11.444848494979095,1.3878689736335061,4.522801072622302,9.541666666666666,8.921979558166,45.93425993,6.757575757575758,1.0
-0.6456098894498703,5.778431084337491,0.33850615723918853,10.87142001449325,1.3960792162781517,5.670726751812213,7.392857142857143,8.905057620938008,45.4342528,7.892857142857143,1.0
-0.6635625552320891,6.793054763103635,0.4123354572823375,11.397622486500762,1.493529327560833,4.933866028407397,10.695652173913043,9.328153183068004,43.9747779,6.451612903225806,1.0
0.4053052477609769,8.814080546237351,0.360036788998544,15.32375720981994,1.1584607122756712,4.928973689060374,14.692307692307692,9.292508343577992,65.54776436,8.875,1.0
0.7448408142711306,9.939417526912134,-0.09910659251822854,18.708529238134012,1.400297083862801,6.732172542212211,9.272727272727273,13.558523915274014,69.23815106,6.222222222222222,1.0
0.45070460520503564,7.457038450303744,0.5846460599734,18.78980764,1.2933523213873868,5.412260720349258,7.137931034482759,13.240462162534005,63.03077161,6.25,1.0
0.49121377070402994,8.079319725919479,0.4805521347172492,15.787580491140792,1.408436881372948,5.300021681801148,10.105263157894736,12.627177727248002,57.1058885,6.923076923076923,1.0
0.45880422834731005,8.005578145348421,0.003411960583207436,14.525375618205452,1.3859057783931255,4.917953062442908,9.944444444444445,12.594505031408012,51.14921139,6.703703703703703,1.0
0.3203944879204113,7.434137048931847,0.5833600061615116,14.41813866425325,1.400378772758374,5.334089883441032,9.473684210526315,12.453729163937998,67.9625382,6.821428571428571,1.0
0.1718130906447974,5.931385821012756,0.2224661006012206,12.863679717990173,1.378192463004994,8.386514270295713,11.125,8.461801399097999,31.94945732,8.5,1.0
0.08715869724086212,5.594291416,-0.08861381736620239,13.138067098149332,1.6628508836385507,4.953380957062286,11.15,10.841675366032018,38.22733777,5.633333333333334,1.0
0.07379387899471622,3.9529816900282873,-0.059513645767785395,12.48100343,1.4166969959097786,4.630322952,9.0,10.25044083994,36.40595573,5.542857142857143,1.0
0.09421357969491982,3.1509965477961517,0.32616755636749,10.434252686514856,1.5276017785421363,4.558020762687905,10.363636363636363,9.976325473692008,33.01869601,5.333333333333333,1.0
0.0862731195037042,2.661224262337832,0.37488959058212545,9.76814227277198,1.505059752371597,3.9393284505261077,9.791666666666666,9.40131716480799,28.99947804,5.560975609756097,1.0
0.1897783478768588,3.635433010073303,0.3453181697687314,12.25800934,1.5759751933107389,4.9885822071232155,9.458333333333334,9.737940962987986,35.74307215,5.526315789473684,1.0
-0.6236662423174087,4.487447140225965,0.30122634296361006,12.56771881,1.4283504606839288,5.68442566,12.055555555555555,7.894191295191996,45.51317698,9.73076923076923,1.0
-0.8497805393800772,4.491045198,0.3249688723095109,9.959798761213744,1.843672268888828,4.65271002707006,8.884615384615385,10.096732060659988,39.49366477,5.35,1.0
-0.8782854841146301,4.885359203,-0.08142274087724166,15.70168607,1.7467578183743984,8.358970579988808,8.826086956521738,9.300893978849997,38.21409126,5.722222222222222,1.0
-0.7040393755370088,6.41209608430449,0.22853897264197653,11.36383238357993,1.6820413951103639,4.175886707427911,9.32,9.932850553217996,36.06320347,4.906976744186046,1.0
-0.6884896727638974,4.581232816608601,0.8349155119873934,11.521482264216308,1.7789015728521502,4.065455106612572,9.26923076923077,9.537368168763992,34.68933046,5.102564102564102,1.0
-0.9293302524986353,5.054207435515625,0.03408159585662335,9.801198065262668,1.9050115147546858,4.303255756967751,10.73913043478261,9.829428731500002,43.09013314,5.641025641025641,1.0
0.24792871709028347,1.971788328387758,0.10100956918707685,11.287379146946034,1.0477472463182256,4.9458308528658925,6.962962962962963,6.301211212758005,41.62315281,8.4,1.0
